Orthogroup	Protein_symB	Protein_symD
OG0000002	Breviolum73043	Durusdinium9674
OG0000002	Breviolum73043	Durusdinium35555
OG0000002	Breviolum73043	Durusdinium18091
OG0000002	Breviolum73043	Durusdinium49901
OG0000002	Breviolum73043	Durusdinium24714
OG0000002	Breviolum73043	Durusdinium39159
OG0000002	Breviolum73043	Durusdinium36742
OG0000002	Breviolum73043	Durusdinium35517
OG0000002	Breviolum73043	Durusdinium26778
OG0000002	Breviolum73043	Durusdinium20898
OG0000002	Breviolum73043	Durusdinium28889
OG0000002	Breviolum73043	Durusdinium33599
OG0000002	Breviolum73043	Durusdinium19052
OG0000002	Breviolum73043	Durusdinium32225
OG0000002	Breviolum73043	Durusdinium31967
OG0000002	Breviolum73043	Durusdinium32008
OG0000002	Breviolum73043	Durusdinium34388
OG0000002	Breviolum73043	Durusdinium35349
OG0000002	Breviolum73043	Durusdinium29573
OG0000002	Breviolum73043	Durusdinium30754
OG0000002	Breviolum73043	Durusdinium31360
OG0000002	Breviolum73043	Durusdinium32695
OG0000002	Breviolum73043	Durusdinium35492
OG0000002	Breviolum73043	Durusdinium21665
OG0000002	Breviolum73043	Durusdinium40067
OG0000002	Breviolum73043	Durusdinium34218
OG0000002	Breviolum73043	Durusdinium30394
OG0000002	Breviolum73043	Durusdinium7641
OG0000002	Breviolum73043	Durusdinium32853
OG0000002	Breviolum73043	Durusdinium16162
OG0000002	Breviolum73043	Durusdinium35909
OG0000002	Breviolum73043	Durusdinium26505
OG0000002	Breviolum73043	Durusdinium38107
OG0000002	Breviolum73043	Durusdinium29133
OG0000002	Breviolum73043	Durusdinium34681
OG0000002	Breviolum73043	Durusdinium54960
OG0000002	Breviolum73043	Durusdinium4309
OG0000002	Breviolum73043	Durusdinium40345
OG0000002	Breviolum73043	Durusdinium38457
OG0000002	Breviolum73043	Durusdinium22702
OG0000002	Breviolum73043	Durusdinium17700
OG0000002	Breviolum73043	Durusdinium32510
OG0000002	Breviolum73043	Durusdinium34119
OG0000003	Breviolum211392	Durusdinium17258
OG0000003	Breviolum211392	Durusdinium1626
OG0000003	Breviolum211392	Durusdinium41150
OG0000003	Breviolum211392	Durusdinium26168
OG0000003	Breviolum211392	Durusdinium17598
OG0000003	Breviolum211392	Durusdinium40097
OG0000003	Breviolum211392	Durusdinium1985
OG0000003	Breviolum211392	Durusdinium40669
OG0000003	Breviolum211392	Durusdinium20451
OG0000003	Breviolum211392	Durusdinium41344
OG0000003	Breviolum211392	Durusdinium2147
OG0000003	Breviolum211392	Durusdinium46278
OG0000003	Breviolum211392	Durusdinium26104
OG0000003	Breviolum211392	Durusdinium34343
OG0000003	Breviolum211392	Durusdinium5281
OG0000003	Breviolum211392	Durusdinium46392
OG0000003	Breviolum211392	Durusdinium41136
OG0000003	Breviolum211392	Durusdinium27905
OG0000003	Breviolum211392	Durusdinium7987
OG0000003	Breviolum211392	Durusdinium34580
OG0000003	Breviolum211392	Durusdinium30748
OG0000003	Breviolum211392	Durusdinium11411
OG0000003	Breviolum211392	Durusdinium9020
OG0000003	Breviolum211392	Durusdinium28262
OG0000003	Breviolum211392	Durusdinium49481
OG0000003	Breviolum211392	Durusdinium30481
OG0000003	Breviolum211392	Durusdinium41033
OG0000003	Breviolum211392	Durusdinium40932
OG0000003	Breviolum211392	Durusdinium40283
OG0000003	Breviolum211392	Durusdinium27537
OG0000003	Breviolum211392	Durusdinium46109
OG0000003	Breviolum211392	Durusdinium1022
OG0000003	Breviolum211392	Durusdinium23495
OG0000003	Breviolum211392	Durusdinium44622
OG0000003	Breviolum211392	Durusdinium35148
OG0000003	Breviolum211392	Durusdinium14182
OG0000003	Breviolum211392	Durusdinium41400
OG0000003	Breviolum211392	Durusdinium40830
OG0000003	Breviolum211392	Durusdinium40904
OG0000003	Breviolum211392	Durusdinium40857
OG0000003	Breviolum211392	Durusdinium40201
OG0000003	Breviolum211392	Durusdinium20382
OG0000003	Breviolum211392	Durusdinium42782
OG0000003	Breviolum211392	Durusdinium38790
OG0000003	Breviolum211392	Durusdinium22711
OG0000003	Breviolum211392	Durusdinium40817
OG0000003	Breviolum211392	Durusdinium7707
OG0000003	Breviolum211392	Durusdinium33142
OG0000003	Breviolum211392	Durusdinium33120
OG0000003	Breviolum211392	Durusdinium43916
OG0000003	Breviolum211392	Durusdinium41117
OG0000003	Breviolum211392	Durusdinium3925
OG0000003	Breviolum211392	Durusdinium15972
OG0000003	Breviolum211392	Durusdinium43212
OG0000003	Breviolum211392	Durusdinium35474
OG0000003	Breviolum211392	Durusdinium54114
OG0000003	Breviolum211392	Durusdinium34347
OG0000003	Breviolum211392	Durusdinium40777
OG0000003	Breviolum211392	Durusdinium456
OG0000003	Breviolum211392	Durusdinium40871
OG0000003	Breviolum211392	Durusdinium9054
OG0000003	Breviolum211392	Durusdinium41707
OG0000003	Breviolum211392	Durusdinium40574
OG0000003	Breviolum211392	Durusdinium18180
OG0000003	Breviolum211392	Durusdinium24605
OG0000003	Breviolum211392	Durusdinium40488
OG0000003	Breviolum211392	Durusdinium40407
OG0000003	Breviolum211392	Durusdinium29766
OG0000003	Breviolum211392	Durusdinium43296
OG0000004	Breviolum39552	Durusdinium41304
OG0000004	Breviolum49945	Durusdinium21516
OG0000004	Breviolum232015	Durusdinium25651
OG0000004	Breviolum232015	Durusdinium19974
OG0000004	Breviolum232015	Durusdinium8974
OG0000004	Breviolum232015	Durusdinium18361
OG0000004	Breviolum232330	Durusdinium52679
OG0000004	Breviolum232330	Durusdinium41382
OG0000004	Breviolum226898	Durusdinium52605
OG0000004	Breviolum226898	Durusdinium55428
OG0000004	Breviolum226898	Durusdinium18075
OG0000004	Breviolum226898	Durusdinium33087
OG0000004	Breviolum1957	Durusdinium23215
OG0000004	Breviolum70768	Durusdinium48819
OG0000004	Breviolum42249	Durusdinium48819
OG0000004	Breviolum375284	Durusdinium48819
OG0000004	Breviolum233298	Durusdinium48819
OG0000004	Breviolum315758	Durusdinium48819
OG0000004	Breviolum70768	Durusdinium26740
OG0000004	Breviolum42249	Durusdinium26740
OG0000004	Breviolum375284	Durusdinium26740
OG0000004	Breviolum233298	Durusdinium26740
OG0000004	Breviolum315758	Durusdinium26740
OG0000004	Breviolum70768	Durusdinium31027
OG0000004	Breviolum42249	Durusdinium31027
OG0000004	Breviolum375284	Durusdinium31027
OG0000004	Breviolum233298	Durusdinium31027
OG0000004	Breviolum315758	Durusdinium31027
OG0000004	Breviolum70768	Durusdinium33645
OG0000004	Breviolum42249	Durusdinium33645
OG0000004	Breviolum375284	Durusdinium33645
OG0000004	Breviolum233298	Durusdinium33645
OG0000004	Breviolum315758	Durusdinium33645
OG0000004	Breviolum70768	Durusdinium38236
OG0000004	Breviolum42249	Durusdinium38236
OG0000004	Breviolum375284	Durusdinium38236
OG0000004	Breviolum233298	Durusdinium38236
OG0000004	Breviolum315758	Durusdinium38236
OG0000004	Breviolum70768	Durusdinium36412
OG0000004	Breviolum42249	Durusdinium36412
OG0000004	Breviolum375284	Durusdinium36412
OG0000004	Breviolum233298	Durusdinium36412
OG0000004	Breviolum315758	Durusdinium36412
OG0000004	Breviolum70768	Durusdinium36431
OG0000004	Breviolum42249	Durusdinium36431
OG0000004	Breviolum375284	Durusdinium36431
OG0000004	Breviolum233298	Durusdinium36431
OG0000004	Breviolum315758	Durusdinium36431
OG0000004	Breviolum344647	Durusdinium41452
OG0000004	Breviolum344647	Durusdinium2070
OG0000004	Breviolum344647	Durusdinium24380
OG0000004	Breviolum86874	Durusdinium415
OG0000004	Breviolum86874	Durusdinium34378
OG0000004	Breviolum6346	Durusdinium25685
OG0000004	Breviolum31343	Durusdinium6618
OG0000004	Breviolum81917	Durusdinium1604
OG0000004	Breviolum226804	Durusdinium35657
OG0000004	Breviolum226804	Durusdinium39870
OG0000004	Breviolum68772	Durusdinium4944
OG0000004	Breviolum1941	Durusdinium34307
OG0000004	Breviolum1941	Durusdinium40905
OG0000004	Breviolum97005	Durusdinium38112
OG0000004	Breviolum57909	Durusdinium33323
OG0000004	Breviolum308398	Durusdinium33323
OG0000004	Breviolum95107	Durusdinium33323
OG0000005	Breviolum51173	Durusdinium38816
OG0000005	Breviolum182502	Durusdinium33739
OG0000005	Breviolum72632	Durusdinium20355
OG0000005	Breviolum72632	Durusdinium31754
OG0000005	Breviolum72632	Durusdinium29420
OG0000005	Breviolum57259	Durusdinium16242
OG0000005	Breviolum168386	Durusdinium38096
OG0000005	Breviolum98164	Durusdinium40519
OG0000005	Breviolum98164	Durusdinium36948
OG0000005	Breviolum98164	Durusdinium39209
OG0000005	Breviolum98164	Durusdinium37755
OG0000005	Breviolum98164	Durusdinium39406
OG0000005	Breviolum98164	Durusdinium28160
OG0000005	Breviolum98164	Durusdinium52897
OG0000005	Breviolum98164	Durusdinium24920
OG0000005	Breviolum98164	Durusdinium28766
OG0000005	Breviolum98164	Durusdinium29836
OG0000005	Breviolum98164	Durusdinium24247
OG0000005	Breviolum98164	Durusdinium39403
OG0000005	Breviolum98164	Durusdinium32979
OG0000005	Breviolum166700	Durusdinium1000
OG0000005	Breviolum166700	Durusdinium46244
OG0000005	Breviolum172165	Durusdinium38433
OG0000005	Breviolum172165	Durusdinium31346
OG0000005	Breviolum172165	Durusdinium38215
OG0000005	Breviolum172165	Durusdinium23282
OG0000005	Breviolum172165	Durusdinium37448
OG0000005	Breviolum172165	Durusdinium30988
OG0000005	Breviolum172165	Durusdinium4367
OG0000005	Breviolum172165	Durusdinium24046
OG0000005	Breviolum172165	Durusdinium37953
OG0000005	Breviolum172165	Durusdinium22636
OG0000005	Breviolum172165	Durusdinium39007
OG0000005	Breviolum172165	Durusdinium38857
OG0000005	Breviolum172165	Durusdinium49208
OG0000005	Breviolum172165	Durusdinium35361
OG0000005	Breviolum172165	Durusdinium33478
OG0000005	Breviolum172165	Durusdinium34295
OG0000005	Breviolum172165	Durusdinium38171
OG0000005	Breviolum172165	Durusdinium28275
OG0000005	Breviolum172165	Durusdinium46739
OG0000005	Breviolum172165	Durusdinium18648
OG0000005	Breviolum172165	Durusdinium36106
OG0000005	Breviolum389543	Durusdinium30439
OG0000005	Breviolum389543	Durusdinium32096
OG0000005	Breviolum389543	Durusdinium40465
OG0000005	Breviolum389543	Durusdinium22234
OG0000006	Breviolum69709	Durusdinium49120
OG0000006	Breviolum67724	Durusdinium8158
OG0000006	Breviolum67724	Durusdinium29109
OG0000006	Breviolum67724	Durusdinium50951
OG0000006	Breviolum31414	Durusdinium25469
OG0000006	Breviolum31414	Durusdinium55179
OG0000006	Breviolum31414	Durusdinium5392
OG0000006	Breviolum31414	Durusdinium22164
OG0000006	Breviolum31414	Durusdinium21711
OG0000006	Breviolum5546	Durusdinium10799
OG0000006	Breviolum268133	Durusdinium49776
OG0000006	Breviolum168219	Durusdinium48053
OG0000006	Breviolum397640	Durusdinium46943
OG0000006	Breviolum183837	Durusdinium46943
OG0000006	Breviolum397640	Durusdinium884
OG0000006	Breviolum183837	Durusdinium884
OG0000006	Breviolum171030	Durusdinium56302
OG0000006	Breviolum171030	Durusdinium56295
OG0000006	Breviolum171030	Durusdinium40058
OG0000006	Breviolum94195	Durusdinium25001
OG0000006	Breviolum33696	Durusdinium19090
OG0000006	Breviolum33696	Durusdinium54821
OG0000006	Breviolum268217	Durusdinium45877
OG0000006	Breviolum268217	Durusdinium14866
OG0000006	Breviolum268217	Durusdinium42852
OG0000006	Breviolum268217	Durusdinium2933
OG0000006	Breviolum33465	Durusdinium23871
OG0000006	Breviolum347453	Durusdinium9158
OG0000006	Breviolum347453	Durusdinium33984
OG0000006	Breviolum343271	Durusdinium10199
OG0000006	Breviolum228933	Durusdinium26071
OG0000007	Breviolum3443	Durusdinium50389
OG0000007	Breviolum348018	Durusdinium14867
OG0000007	Breviolum348018	Durusdinium53305
OG0000007	Breviolum348018	Durusdinium41743
OG0000007	Breviolum348018	Durusdinium48822
OG0000007	Breviolum348018	Durusdinium27957
OG0000007	Breviolum348018	Durusdinium42183
OG0000007	Breviolum348018	Durusdinium14359
OG0000007	Breviolum348018	Durusdinium10094
OG0000007	Breviolum348018	Durusdinium52163
OG0000007	Breviolum348018	Durusdinium50755
OG0000007	Breviolum348018	Durusdinium40417
OG0000007	Breviolum348018	Durusdinium27726
OG0000007	Breviolum348018	Durusdinium40508
OG0000007	Breviolum348018	Durusdinium33151
OG0000007	Breviolum348018	Durusdinium44268
OG0000007	Breviolum348018	Durusdinium33129
OG0000007	Breviolum348018	Durusdinium52710
OG0000007	Breviolum348018	Durusdinium17679
OG0000007	Breviolum348018	Durusdinium52771
OG0000007	Breviolum348018	Durusdinium54389
OG0000007	Breviolum348018	Durusdinium10261
OG0000007	Breviolum348018	Durusdinium11299
OG0000007	Breviolum348018	Durusdinium47694
OG0000007	Breviolum348018	Durusdinium19306
OG0000007	Breviolum348018	Durusdinium2497
OG0000007	Breviolum348018	Durusdinium30930
OG0000007	Breviolum348018	Durusdinium32760
OG0000007	Breviolum348018	Durusdinium27416
OG0000007	Breviolum348018	Durusdinium4800
OG0000007	Breviolum348018	Durusdinium23265
OG0000007	Breviolum348018	Durusdinium54300
OG0000007	Breviolum348018	Durusdinium26312
OG0000007	Breviolum348018	Durusdinium44482
OG0000007	Breviolum348018	Durusdinium7854
OG0000007	Breviolum348018	Durusdinium48322
OG0000007	Breviolum348018	Durusdinium55703
OG0000007	Breviolum348018	Durusdinium35775
OG0000007	Breviolum348018	Durusdinium4618
OG0000007	Breviolum348018	Durusdinium6399
OG0000007	Breviolum348018	Durusdinium47359
OG0000007	Breviolum348018	Durusdinium11427
OG0000007	Breviolum348018	Durusdinium6885
OG0000007	Breviolum348018	Durusdinium15692
OG0000007	Breviolum348018	Durusdinium46914
OG0000007	Breviolum348018	Durusdinium2922
OG0000007	Breviolum348018	Durusdinium46017
OG0000007	Breviolum348018	Durusdinium54708
OG0000007	Breviolum348018	Durusdinium37213
OG0000007	Breviolum348018	Durusdinium54596
OG0000007	Breviolum348018	Durusdinium10677
OG0000007	Breviolum348018	Durusdinium12564
OG0000008	Breviolum30906	Durusdinium22021
OG0000008	Breviolum81764	Durusdinium11498
OG0000008	Breviolum90552	Durusdinium11535
OG0000008	Breviolum90552	Durusdinium17948
OG0000008	Breviolum387207	Durusdinium39347
OG0000008	Breviolum387207	Durusdinium40086
OG0000008	Breviolum387207	Durusdinium36703
OG0000008	Breviolum387207	Durusdinium22374
OG0000008	Breviolum97080	Durusdinium31320
OG0000008	Breviolum97080	Durusdinium52117
OG0000008	Breviolum97080	Durusdinium29756
OG0000008	Breviolum97080	Durusdinium31928
OG0000008	Breviolum43562	Durusdinium17572
OG0000008	Breviolum43562	Durusdinium12327
OG0000008	Breviolum43562	Durusdinium51666
OG0000008	Breviolum43562	Durusdinium51577
OG0000008	Breviolum267115	Durusdinium46660
OG0000008	Breviolum267115	Durusdinium37170
OG0000008	Breviolum90571	Durusdinium18623
OG0000008	Breviolum90571	Durusdinium31876
OG0000008	Breviolum90571	Durusdinium40060
OG0000008	Breviolum90571	Durusdinium3625
OG0000008	Breviolum90571	Durusdinium43510
OG0000009	Breviolum397948	Durusdinium12467
OG0000009	Breviolum81969	Durusdinium45869
OG0000009	Breviolum81969	Durusdinium23524
OG0000009	Breviolum81969	Durusdinium9903
OG0000009	Breviolum81969	Durusdinium40274
OG0000009	Breviolum81969	Durusdinium17512
OG0000009	Breviolum81969	Durusdinium41457
OG0000009	Breviolum81969	Durusdinium16281
OG0000009	Breviolum81969	Durusdinium51835
OG0000009	Breviolum81969	Durusdinium41489
OG0000009	Breviolum81969	Durusdinium46442
OG0000009	Breviolum81969	Durusdinium34487
OG0000009	Breviolum3576	Durusdinium7015
OG0000009	Breviolum3576	Durusdinium12547
OG0000009	Breviolum3576	Durusdinium31653
OG0000009	Breviolum3576	Durusdinium32183
OG0000009	Breviolum3576	Durusdinium1107
OG0000009	Breviolum3576	Durusdinium35094
OG0000009	Breviolum3576	Durusdinium51808
OG0000009	Breviolum3576	Durusdinium14107
OG0000009	Breviolum384148	Durusdinium24402
OG0000009	Breviolum384148	Durusdinium43427
OG0000009	Breviolum384148	Durusdinium49594
OG0000009	Breviolum384148	Durusdinium9565
OG0000009	Breviolum384148	Durusdinium14795
OG0000009	Breviolum384148	Durusdinium35752
OG0000009	Breviolum384148	Durusdinium17147
OG0000009	Breviolum384148	Durusdinium13223
OG0000009	Breviolum392760	Durusdinium54412
OG0000009	Breviolum228990	Durusdinium964
OG0000009	Breviolum72784	Durusdinium46387
OG0000009	Breviolum49510	Durusdinium21740
OG0000009	Breviolum350602	Durusdinium27970
OG0000009	Breviolum350602	Durusdinium11467
OG0000009	Breviolum350602	Durusdinium42039
OG0000009	Breviolum350602	Durusdinium21105
OG0000009	Breviolum208117	Durusdinium46091
OG0000009	Breviolum208117	Durusdinium17693
OG0000009	Breviolum208117	Durusdinium44995
OG0000009	Breviolum208117	Durusdinium22549
OG0000011	Breviolum59507	Durusdinium46071
OG0000011	Breviolum83323	Durusdinium8142
OG0000011	Breviolum178604	Durusdinium2612
OG0000011	Breviolum178604	Durusdinium20887
OG0000011	Breviolum178604	Durusdinium41830
OG0000011	Breviolum307606	Durusdinium54359
OG0000011	Breviolum40222	Durusdinium54359
OG0000011	Breviolum171494	Durusdinium10507
OG0000011	Breviolum82071	Durusdinium27646
OG0000011	Breviolum347903	Durusdinium52044
OG0000011	Breviolum347903	Durusdinium24325
OG0000011	Breviolum41827	Durusdinium19001
OG0000011	Breviolum41827	Durusdinium29580
OG0000011	Breviolum41827	Durusdinium26315
OG0000011	Breviolum41827	Durusdinium38226
OG0000011	Breviolum267781	Durusdinium46691
OG0000011	Breviolum267781	Durusdinium38981
OG0000011	Breviolum267781	Durusdinium32386
OG0000011	Breviolum84430	Durusdinium46157
OG0000011	Breviolum84430	Durusdinium52038
OG0000011	Breviolum71045	Durusdinium38678
OG0000011	Breviolum71045	Durusdinium46421
OG0000011	Breviolum71045	Durusdinium37667
OG0000012	Breviolum236217	Durusdinium4208
OG0000012	Breviolum213269	Durusdinium4208
