Orthogroup	Protein_symB	Protein_symD
OG0000000	Breviolum269700	Durusdinium26682
OG0000000	Breviolum602039	Durusdinium26682
OG0000000	Breviolum218677	Durusdinium26682
OG0000000	Breviolum266712	Durusdinium34122
OG0000000	Breviolum47142	Durusdinium34122
OG0000000	Breviolum464315	Durusdinium34122
OG0000000	Breviolum21408	Durusdinium34122
OG0000000	Breviolum621534	Durusdinium34122
OG0000000	Breviolum196367	Durusdinium34122
OG0000000	Breviolum146603	Durusdinium34122
OG0000000	Breviolum860087	Durusdinium34122
OG0000000	Breviolum530920	Durusdinium34122
OG0000000	Breviolum707600	Durusdinium34122
OG0000000	Breviolum253623	Durusdinium34122
OG0000000	Breviolum164104	Durusdinium34122
OG0000000	Breviolum479702	Durusdinium34122
OG0000000	Breviolum610865	Durusdinium34122
OG0000000	Breviolum817077	Durusdinium34122
OG0000000	Breviolum193889	Durusdinium34122
OG0000000	Breviolum690069	Durusdinium34122
OG0000000	Breviolum309848	Durusdinium34122
OG0000000	Breviolum855174	Durusdinium34122
OG0000000	Breviolum692656	Durusdinium34122
OG0000000	Breviolum230512	Durusdinium34122
OG0000000	Breviolum257420	Durusdinium34122
OG0000000	Breviolum147720	Durusdinium34122
OG0000000	Breviolum630359	Durusdinium34122
OG0000000	Breviolum690971	Durusdinium34122
OG0000000	Breviolum207199	Durusdinium34122
OG0000000	Breviolum766434	Durusdinium34122
OG0000000	Breviolum841493	Durusdinium34122
OG0000000	Breviolum686308	Durusdinium34122
OG0000000	Breviolum310742	Durusdinium34122
OG0000000	Breviolum730955	Durusdinium34122
OG0000000	Breviolum372192	Durusdinium34122
OG0000000	Breviolum539159	Durusdinium34122
OG0000000	Breviolum328796	Durusdinium34122
OG0000000	Breviolum258620	Durusdinium34122
OG0000000	Breviolum192482	Durusdinium34122
OG0000000	Breviolum257582	Durusdinium34122
OG0000000	Breviolum96586	Durusdinium34122
OG0000000	Breviolum689318	Durusdinium34122
OG0000000	Breviolum531821	Durusdinium34122
OG0000000	Breviolum380468	Durusdinium34122
OG0000000	Breviolum230919	Durusdinium34122
OG0000000	Breviolum224835	Durusdinium34122
OG0000001	Breviolum652706	Durusdinium4339
OG0000001	Breviolum531716	Durusdinium32853
OG0000001	Breviolum531716	Durusdinium23211
OG0000001	Breviolum857825	Durusdinium35909
OG0000001	Breviolum395321	Durusdinium35909
OG0000001	Breviolum857825	Durusdinium16162
OG0000001	Breviolum395321	Durusdinium16162
OG0000001	Breviolum224554	Durusdinium44279
OG0000001	Breviolum558388	Durusdinium29966
OG0000001	Breviolum319606	Durusdinium29966
OG0000001	Breviolum850573	Durusdinium29966
OG0000001	Breviolum499757	Durusdinium29966
OG0000001	Breviolum59983	Durusdinium29966
OG0000001	Breviolum895392	Durusdinium29966
OG0000001	Breviolum113810	Durusdinium29966
OG0000001	Breviolum558388	Durusdinium37774
OG0000001	Breviolum319606	Durusdinium37774
OG0000001	Breviolum850573	Durusdinium37774
OG0000001	Breviolum499757	Durusdinium37774
OG0000001	Breviolum59983	Durusdinium37774
OG0000001	Breviolum895392	Durusdinium37774
OG0000001	Breviolum113810	Durusdinium37774
OG0000001	Breviolum613184	Durusdinium38485
OG0000001	Breviolum524338	Durusdinium38485
OG0000001	Breviolum854088	Durusdinium38485
OG0000001	Breviolum613184	Durusdinium6628
OG0000001	Breviolum524338	Durusdinium6628
OG0000001	Breviolum854088	Durusdinium6628
OG0000001	Breviolum688598	Durusdinium26358
OG0000001	Breviolum688598	Durusdinium26253
OG0000001	Breviolum252701	Durusdinium30260
OG0000001	Breviolum5211	Durusdinium30260
OG0000001	Breviolum20770	Durusdinium30260
OG0000001	Breviolum529010	Durusdinium30260
OG0000001	Breviolum654390	Durusdinium30260
OG0000001	Breviolum59262	Durusdinium41553
OG0000001	Breviolum59262	Durusdinium32804
OG0000001	Breviolum59262	Durusdinium26995
OG0000001	Breviolum59262	Durusdinium5500
OG0000001	Breviolum697744	Durusdinium32983
OG0000001	Breviolum197787	Durusdinium32983
OG0000001	Breviolum817820	Durusdinium32983
OG0000001	Breviolum103005	Durusdinium32983
OG0000001	Breviolum129143	Durusdinium26383
OG0000001	Breviolum123825	Durusdinium26383
OG0000001	Breviolum533204	Durusdinium26383
OG0000001	Breviolum279971	Durusdinium30099
OG0000001	Breviolum279971	Durusdinium31967
OG0000001	Breviolum135362	Durusdinium38036
OG0000001	Breviolum287094	Durusdinium33288
OG0000001	Breviolum849120	Durusdinium33288
OG0000001	Breviolum275987	Durusdinium33288
OG0000001	Breviolum167211	Durusdinium33288
OG0000001	Breviolum290259	Durusdinium33288
OG0000001	Breviolum843868	Durusdinium33288
OG0000001	Breviolum893724	Durusdinium33288
OG0000001	Breviolum247676	Durusdinium33288
OG0000001	Breviolum4572	Durusdinium33288
OG0000003	Breviolum32899	Durusdinium41341
OG0000003	Breviolum871594	Durusdinium41341
OG0000003	Breviolum231123	Durusdinium2431
OG0000003	Breviolum285143	Durusdinium34946
OG0000004	Breviolum552294	Durusdinium41979
OG0000004	Breviolum615746	Durusdinium41979
OG0000004	Breviolum26049	Durusdinium41979
OG0000004	Breviolum861305	Durusdinium41979
OG0000004	Breviolum104605	Durusdinium41979
OG0000004	Breviolum361645	Durusdinium41979
OG0000004	Breviolum134690	Durusdinium41979
OG0000004	Breviolum813184	Durusdinium41979
OG0000004	Breviolum246266	Durusdinium41979
OG0000004	Breviolum773243	Durusdinium41979
OG0000004	Breviolum614174	Durusdinium41979
OG0000004	Breviolum94947	Durusdinium41979
OG0000004	Breviolum798156	Durusdinium41979
OG0000004	Breviolum218379	Durusdinium41979
OG0000004	Breviolum359806	Durusdinium41979
OG0000004	Breviolum684620	Durusdinium41979
OG0000004	Breviolum892916	Durusdinium41979
OG0000004	Breviolum217054	Durusdinium41979
OG0000004	Breviolum68588	Durusdinium41979
OG0000004	Breviolum216590	Durusdinium41979
OG0000004	Breviolum790880	Durusdinium41979
OG0000004	Breviolum608479	Durusdinium41979
OG0000004	Breviolum221957	Durusdinium41979
OG0000004	Breviolum469034	Durusdinium41979
OG0000004	Breviolum370441	Durusdinium41979
OG0000004	Breviolum867089	Durusdinium41979
OG0000004	Breviolum633306	Durusdinium41979
OG0000004	Breviolum140292	Durusdinium41979
OG0000004	Breviolum191413	Durusdinium41979
OG0000004	Breviolum21891	Durusdinium41979
OG0000004	Breviolum197521	Durusdinium41979
OG0000004	Breviolum612718	Durusdinium41979
OG0000004	Breviolum692985	Durusdinium41979
OG0000004	Breviolum845899	Durusdinium41979
OG0000004	Breviolum542291	Durusdinium41979
OG0000004	Breviolum729388	Durusdinium41979
OG0000004	Breviolum538210	Durusdinium41979
OG0000004	Breviolum561806	Durusdinium41979
OG0000004	Breviolum528401	Durusdinium41979
OG0000004	Breviolum526236	Durusdinium41979
OG0000004	Breviolum15807	Durusdinium41979
OG0000004	Breviolum610227	Durusdinium41979
OG0000004	Breviolum74784	Durusdinium41979
OG0000004	Breviolum212066	Durusdinium41979
OG0000004	Breviolum483594	Durusdinium41979
OG0000004	Breviolum499441	Durusdinium41979
OG0000004	Breviolum698311	Durusdinium41979
OG0000004	Breviolum93950	Durusdinium41979
OG0000004	Breviolum682060	Durusdinium41979
OG0000004	Breviolum246291	Durusdinium41979
OG0000004	Breviolum99124	Durusdinium41979
OG0000004	Breviolum387682	Durusdinium41979
OG0000004	Breviolum481494	Durusdinium41979
OG0000004	Breviolum700785	Durusdinium41979
OG0000004	Breviolum39876	Durusdinium41979
OG0000004	Breviolum32705	Durusdinium41979
OG0000004	Breviolum26764	Durusdinium41979
OG0000004	Breviolum774904	Durusdinium41979
OG0000005	Breviolum866059	Durusdinium1760
OG0000005	Breviolum97335	Durusdinium41382
OG0000005	Breviolum704161	Durusdinium52679
OG0000005	Breviolum682457	Durusdinium52679
OG0000005	Breviolum230193	Durusdinium6618
OG0000005	Breviolum606727	Durusdinium25685
OG0000005	Breviolum841983	Durusdinium25685
OG0000005	Breviolum244930	Durusdinium1604
OG0000005	Breviolum33451	Durusdinium39870
OG0000005	Breviolum17936	Durusdinium35657
OG0000005	Breviolum320708	Durusdinium34307
OG0000005	Breviolum527647	Durusdinium38112
OG0000005	Breviolum252440	Durusdinium38112
OG0000005	Breviolum251608	Durusdinium38112
OG0000005	Breviolum218547	Durusdinium4944
OG0000005	Breviolum336051	Durusdinium33323
OG0000005	Breviolum553137	Durusdinium41304
OG0000005	Breviolum630601	Durusdinium40905
OG0000005	Breviolum630601	Durusdinium18075
OG0000005	Breviolum630601	Durusdinium33819
OG0000005	Breviolum858981	Durusdinium24380
OG0000005	Breviolum302325	Durusdinium24380
OG0000005	Breviolum161810	Durusdinium24671
OG0000005	Breviolum161810	Durusdinium38703
OG0000005	Breviolum161810	Durusdinium36715
OG0000007	Breviolum401824	Durusdinium26071
OG0000007	Breviolum602106	Durusdinium23871
OG0000007	Breviolum189416	Durusdinium18500
OG0000007	Breviolum353852	Durusdinium49120
OG0000007	Breviolum684236	Durusdinium45877
OG0000007	Breviolum816666	Durusdinium14866
OG0000007	Breviolum766867	Durusdinium42852
OG0000007	Breviolum766867	Durusdinium2933
OG0000007	Breviolum461608	Durusdinium25001
OG0000007	Breviolum461608	Durusdinium28291
OG0000007	Breviolum461608	Durusdinium19090
OG0000007	Breviolum461608	Durusdinium54821
OG0000007	Breviolum420912	Durusdinium40058
OG0000007	Breviolum420912	Durusdinium884
OG0000007	Breviolum420912	Durusdinium46943
OG0000007	Breviolum344877	Durusdinium36200
OG0000007	Breviolum614565	Durusdinium55117
OG0000007	Breviolum614565	Durusdinium4494
OG0000007	Breviolum614565	Durusdinium28003
OG0000007	Breviolum614565	Durusdinium46763
OG0000007	Breviolum614565	Durusdinium10218
OG0000007	Breviolum614565	Durusdinium24356
OG0000007	Breviolum614565	Durusdinium21611
OG0000007	Breviolum462458	Durusdinium9158
OG0000007	Breviolum462458	Durusdinium33984
OG0000008	Breviolum201026	Durusdinium40752
OG0000008	Breviolum41070	Durusdinium40752
OG0000008	Breviolum229029	Durusdinium40752
OG0000008	Breviolum243945	Durusdinium40752
OG0000008	Breviolum215525	Durusdinium40752
OG0000008	Breviolum76813	Durusdinium40752
OG0000008	Breviolum241888	Durusdinium40752
OG0000008	Breviolum155801	Durusdinium40752
OG0000008	Breviolum186522	Durusdinium40752
OG0000008	Breviolum231183	Durusdinium40752
OG0000008	Breviolum50668	Durusdinium40752
OG0000008	Breviolum213568	Durusdinium40752
OG0000008	Breviolum637877	Durusdinium40752
OG0000008	Breviolum239067	Durusdinium40752
OG0000008	Breviolum363294	Durusdinium40752
OG0000008	Breviolum342373	Durusdinium40752
OG0000008	Breviolum220765	Durusdinium40752
OG0000008	Breviolum336761	Durusdinium40752
OG0000008	Breviolum200870	Durusdinium40752
OG0000008	Breviolum270730	Durusdinium40752
OG0000008	Breviolum371033	Durusdinium40752
OG0000008	Breviolum227862	Durusdinium40752
OG0000008	Breviolum29621	Durusdinium40752
OG0000008	Breviolum340211	Durusdinium40752
OG0000008	Breviolum34324	Durusdinium40752
OG0000008	Breviolum24542	Durusdinium40752
OG0000008	Breviolum685698	Durusdinium40752
OG0000008	Breviolum352283	Durusdinium40752
OG0000008	Breviolum226920	Durusdinium40752
OG0000008	Breviolum298452	Durusdinium40752
OG0000008	Breviolum536264	Durusdinium40752
OG0000008	Breviolum636509	Durusdinium40752
OG0000008	Breviolum415112	Durusdinium40752
OG0000008	Breviolum233514	Durusdinium40752
OG0000008	Breviolum784225	Durusdinium40752
OG0000008	Breviolum179573	Durusdinium40752
OG0000008	Breviolum890590	Durusdinium40752
OG0000008	Breviolum193329	Durusdinium40752
OG0000008	Breviolum606719	Durusdinium40752
OG0000008	Breviolum248731	Durusdinium40752
OG0000008	Breviolum285162	Durusdinium40752
OG0000008	Breviolum327532	Durusdinium40752
OG0000008	Breviolum275230	Durusdinium40752
OG0000008	Breviolum408061	Durusdinium40752
OG0000008	Breviolum183914	Durusdinium40752
OG0000008	Breviolum100250	Durusdinium40752
OG0000008	Breviolum154530	Durusdinium40752
OG0000008	Breviolum221022	Durusdinium40752
OG0000008	Breviolum607918	Durusdinium40752
OG0000009	Breviolum852429	Durusdinium48852
OG0000009	Breviolum761991	Durusdinium48852
OG0000009	Breviolum691181	Durusdinium48852
OG0000009	Breviolum633527	Durusdinium48852
OG0000009	Breviolum150542	Durusdinium48852
OG0000009	Breviolum377313	Durusdinium48852
OG0000009	Breviolum259471	Durusdinium48852
OG0000009	Breviolum660018	Durusdinium48852
OG0000009	Breviolum821610	Durusdinium48852
OG0000009	Breviolum212510	Durusdinium48852
OG0000009	Breviolum210212	Durusdinium48852
OG0000009	Breviolum462123	Durusdinium48852
OG0000009	Breviolum197777	Durusdinium48852
OG0000009	Breviolum342443	Durusdinium48852
OG0000009	Breviolum794809	Durusdinium48852
OG0000009	Breviolum98558	Durusdinium48852
OG0000009	Breviolum192873	Durusdinium48852
OG0000009	Breviolum528729	Durusdinium48852
OG0000009	Breviolum192362	Durusdinium48852
OG0000009	Breviolum541045	Durusdinium48852
OG0000009	Breviolum874749	Durusdinium48852
OG0000009	Breviolum369504	Durusdinium48852
OG0000009	Breviolum536933	Durusdinium48852
OG0000009	Breviolum444672	Durusdinium48852
OG0000009	Breviolum418870	Durusdinium48852
OG0000009	Breviolum219093	Durusdinium48852
OG0000009	Breviolum266229	Durusdinium48852
OG0000009	Breviolum633541	Durusdinium48852
OG0000009	Breviolum683382	Durusdinium48852
OG0000009	Breviolum762997	Durusdinium48852
OG0000009	Breviolum208187	Durusdinium48852
OG0000009	Breviolum428256	Durusdinium48852
OG0000009	Breviolum712816	Durusdinium48852
OG0000009	Breviolum505015	Durusdinium48852
OG0000009	Breviolum427511	Durusdinium48852
OG0000009	Breviolum254460	Durusdinium48852
OG0000009	Breviolum609627	Durusdinium48852
OG0000009	Breviolum57499	Durusdinium48852
OG0000009	Breviolum386838	Durusdinium48852
OG0000009	Breviolum180773	Durusdinium48852
OG0000009	Breviolum895268	Durusdinium48852
OG0000009	Breviolum340717	Durusdinium48852
OG0000009	Breviolum390337	Durusdinium48852
OG0000009	Breviolum408168	Durusdinium48852
OG0000009	Breviolum304558	Durusdinium48852
OG0000009	Breviolum213428	Durusdinium48852
OG0000009	Breviolum292564	Durusdinium48852
OG0000011	Breviolum97291	Durusdinium9266
OG0000011	Breviolum226191	Durusdinium9266
OG0000011	Breviolum334119	Durusdinium9266
OG0000011	Breviolum445170	Durusdinium9266
OG0000011	Breviolum38669	Durusdinium9266
OG0000011	Breviolum201169	Durusdinium9266
OG0000011	Breviolum198428	Durusdinium9266
OG0000011	Breviolum198374	Durusdinium9266
OG0000011	Breviolum382713	Durusdinium9266
OG0000011	Breviolum726834	Durusdinium9266
OG0000011	Breviolum294161	Durusdinium9266
OG0000011	Breviolum293555	Durusdinium9266
OG0000011	Breviolum308592	Durusdinium9266
OG0000011	Breviolum405088	Durusdinium9266
OG0000011	Breviolum162517	Durusdinium9266
OG0000011	Breviolum522752	Durusdinium9266
OG0000011	Breviolum402191	Durusdinium9266
OG0000011	Breviolum446158	Durusdinium9266
OG0000011	Breviolum422735	Durusdinium9266
OG0000011	Breviolum285000	Durusdinium9266
OG0000011	Breviolum1963	Durusdinium9266
OG0000011	Breviolum768419	Durusdinium9266
OG0000011	Breviolum436654	Durusdinium9266
OG0000011	Breviolum192226	Durusdinium9266
OG0000011	Breviolum423591	Durusdinium9266
OG0000011	Breviolum331604	Durusdinium9266
OG0000011	Breviolum431198	Durusdinium9266
OG0000011	Breviolum215916	Durusdinium9266
OG0000011	Breviolum435649	Durusdinium9266
OG0000011	Breviolum165336	Durusdinium9266
OG0000011	Breviolum207138	Durusdinium9266
OG0000011	Breviolum619778	Durusdinium9266
OG0000011	Breviolum245889	Durusdinium9266
OG0000011	Breviolum166473	Durusdinium9266
OG0000011	Breviolum632044	Durusdinium9266
OG0000011	Breviolum770404	Durusdinium9266
OG0000011	Breviolum658362	Durusdinium9266
OG0000011	Breviolum641082	Durusdinium9266
OG0000011	Breviolum229641	Durusdinium9266
OG0000011	Breviolum97479	Durusdinium9266
OG0000011	Breviolum859985	Durusdinium9266
OG0000011	Breviolum776552	Durusdinium9266
OG0000011	Breviolum416425	Durusdinium9266
OG0000012	Breviolum693093	Durusdinium17503
OG0000012	Breviolum771770	Durusdinium17503
OG0000012	Breviolum225207	Durusdinium17503
OG0000012	Breviolum225905	Durusdinium17503
OG0000012	Breviolum622367	Durusdinium17503
OG0000012	Breviolum5477	Durusdinium17503
OG0000012	Breviolum654551	Durusdinium17503
OG0000012	Breviolum418985	Durusdinium17503
OG0000012	Breviolum779551	Durusdinium17503
OG0000012	Breviolum161666	Durusdinium17503
OG0000012	Breviolum428678	Durusdinium17503
OG0000012	Breviolum805152	Durusdinium17503
OG0000012	Breviolum341675	Durusdinium17503
OG0000012	Breviolum700849	Durusdinium17503
OG0000012	Breviolum424245	Durusdinium17503
OG0000012	Breviolum429946	Durusdinium17503
OG0000012	Breviolum429053	Durusdinium17503
OG0000012	Breviolum447412	Durusdinium17503
OG0000012	Breviolum475958	Durusdinium17503
OG0000012	Breviolum412626	Durusdinium17503
OG0000012	Breviolum444189	Durusdinium17503
OG0000012	Breviolum529491	Durusdinium17503
OG0000012	Breviolum339944	Durusdinium17503
OG0000012	Breviolum232216	Durusdinium17503
OG0000012	Breviolum389440	Durusdinium17503
OG0000012	Breviolum352222	Durusdinium17503
OG0000012	Breviolum450479	Durusdinium17503
OG0000012	Breviolum762331	Durusdinium17503
OG0000012	Breviolum317485	Durusdinium17503
OG0000012	Breviolum657385	Durusdinium17503
OG0000012	Breviolum317669	Durusdinium17503
OG0000012	Breviolum202933	Durusdinium17503
OG0000012	Breviolum405412	Durusdinium17503
OG0000012	Breviolum282514	Durusdinium17503
OG0000012	Breviolum287586	Durusdinium17503
OG0000012	Breviolum800441	Durusdinium17503
OG0000012	Breviolum450354	Durusdinium17503
OG0000012	Breviolum411586	Durusdinium17503
OG0000012	Breviolum878253	Durusdinium17503
OG0000012	Breviolum520323	Durusdinium17503
OG0000012	Breviolum830363	Durusdinium17503
OG0000012	Breviolum257830	Durusdinium17503
OG0000012	Breviolum319531	Durusdinium17503
OG0000013	Breviolum61009	Durusdinium24201
OG0000013	Breviolum296636	Durusdinium36742
OG0000013	Breviolum296636	Durusdinium24357
OG0000013	Breviolum296636	Durusdinium18091
OG0000013	Breviolum296636	Durusdinium30970
OG0000013	Breviolum296636	Durusdinium35555
OG0000013	Breviolum694282	Durusdinium40430
OG0000013	Breviolum694282	Durusdinium35884
OG0000013	Breviolum694282	Durusdinium40284
OG0000014	Breviolum529844	Durusdinium36089
OG0000014	Breviolum773251	Durusdinium44270
OG0000014	Breviolum379722	Durusdinium6261
OG0000014	Breviolum403930	Durusdinium36685
OG0000014	Breviolum615686	Durusdinium22897
OG0000014	Breviolum303186	Durusdinium22897
OG0000014	Breviolum444209	Durusdinium22897
OG0000014	Breviolum313721	Durusdinium22897
OG0000014	Breviolum237483	Durusdinium22897
OG0000014	Breviolum802957	Durusdinium22897
OG0000014	Breviolum577416	Durusdinium22897
OG0000014	Breviolum813703	Durusdinium22897
OG0000014	Breviolum843874	Durusdinium22897
OG0000014	Breviolum492409	Durusdinium22897
OG0000014	Breviolum574965	Durusdinium22897
OG0000014	Breviolum352756	Durusdinium22897
OG0000014	Breviolum901817	Durusdinium22897
OG0000014	Breviolum670045	Durusdinium22897
OG0000014	Breviolum402534	Durusdinium22897
OG0000014	Breviolum266704	Durusdinium22897
OG0000014	Breviolum403564	Durusdinium22897
OG0000014	Breviolum384512	Durusdinium22897
OG0000014	Breviolum400579	Durusdinium22897
OG0000014	Breviolum308966	Durusdinium22897
OG0000014	Breviolum437825	Durusdinium22897
OG0000014	Breviolum536990	Durusdinium22897
OG0000014	Breviolum763516	Durusdinium22897
OG0000014	Breviolum631283	Durusdinium22897
OG0000014	Breviolum706885	Durusdinium22897
OG0000014	Breviolum615385	Durusdinium22897
OG0000014	Breviolum130616	Durusdinium22897
OG0000014	Breviolum315215	Durusdinium22897
OG0000015	Breviolum398494	Durusdinium40661
OG0000015	Breviolum501202	Durusdinium52289
OG0000015	Breviolum407094	Durusdinium52289
OG0000015	Breviolum196754	Durusdinium52289
OG0000015	Breviolum191047	Durusdinium52289
OG0000015	Breviolum197309	Durusdinium52289
OG0000015	Breviolum295509	Durusdinium52289
OG0000015	Breviolum762253	Durusdinium5516
OG0000015	Breviolum695568	Durusdinium5516
OG0000015	Breviolum230852	Durusdinium16617
OG0000015	Breviolum30460	Durusdinium16617
OG0000015	Breviolum529493	Durusdinium16617
OG0000015	Breviolum100580	Durusdinium29714
OG0000015	Breviolum691805	Durusdinium29714
OG0000015	Breviolum842964	Durusdinium29714
OG0000015	Breviolum544395	Durusdinium29714
OG0000015	Breviolum891344	Durusdinium29714
OG0000015	Breviolum327696	Durusdinium29714
OG0000015	Breviolum459718	Durusdinium19051
OG0000015	Breviolum292633	Durusdinium19051
OG0000016	Breviolum796488	Durusdinium28884
OG0000016	Breviolum216209	Durusdinium17948
OG0000016	Breviolum766509	Durusdinium17572
OG0000016	Breviolum311387	Durusdinium22374
OG0000016	Breviolum311387	Durusdinium36703
OG0000016	Breviolum311387	Durusdinium40086
OG0000016	Breviolum311387	Durusdinium39347
OG0000016	Breviolum190958	Durusdinium35805
OG0000016	Breviolum800480	Durusdinium35805
OG0000016	Breviolum198634	Durusdinium31384
OG0000016	Breviolum461500	Durusdinium32655
OG0000016	Breviolum461500	Durusdinium39201
OG0000016	Breviolum765828	Durusdinium25994
OG0000016	Breviolum765828	Durusdinium22021
OG0000016	Breviolum336239	Durusdinium37868
OG0000016	Breviolum224235	Durusdinium36818
OG0000016	Breviolum275434	Durusdinium31876
OG0000016	Breviolum275434	Durusdinium36032
OG0000016	Breviolum275434	Durusdinium22764
OG0000016	Breviolum247345	Durusdinium52117
OG0000016	Breviolum402358	Durusdinium52117
OG0000017	Breviolum464432	Durusdinium39065
OG0000017	Breviolum197152	Durusdinium39065
OG0000017	Breviolum438045	Durusdinium39065
OG0000017	Breviolum860369	Durusdinium40332
OG0000017	Breviolum104678	Durusdinium40332
OG0000017	Breviolum863215	Durusdinium40332
OG0000017	Breviolum680892	Durusdinium40332
OG0000017	Breviolum196952	Durusdinium40332
OG0000017	Breviolum687263	Durusdinium40332
OG0000017	Breviolum564337	Durusdinium40332
OG0000017	Breviolum815430	Durusdinium40332
OG0000017	Breviolum94872	Durusdinium40332
OG0000017	Breviolum135576	Durusdinium40332
OG0000017	Breviolum856231	Durusdinium40332
OG0000017	Breviolum751405	Durusdinium40332
OG0000017	Breviolum612026	Durusdinium40332
OG0000017	Breviolum106286	Durusdinium40332
OG0000017	Breviolum873780	Durusdinium40332
OG0000017	Breviolum314881	Durusdinium40332
OG0000017	Breviolum33384	Durusdinium40332
OG0000017	Breviolum333120	Durusdinium40332
OG0000017	Breviolum469002	Durusdinium40332
OG0000017	Breviolum476282	Durusdinium40332
OG0000017	Breviolum664907	Durusdinium40332
OG0000017	Breviolum140003	Durusdinium40332
OG0000017	Breviolum537435	Durusdinium40332
OG0000017	Breviolum710478	Durusdinium40332
OG0000017	Breviolum745334	Durusdinium40332
OG0000017	Breviolum605018	Durusdinium40332
OG0000017	Breviolum609258	Durusdinium40332
OG0000017	Breviolum604695	Durusdinium40332
OG0000017	Breviolum569381	Durusdinium40332
OG0000017	Breviolum316646	Durusdinium40332
OG0000017	Breviolum700572	Durusdinium40332
OG0000017	Breviolum46345	Durusdinium40332
OG0000017	Breviolum813118	Durusdinium40332
OG0000017	Breviolum364698	Durusdinium40332
OG0000019	Breviolum305944	Durusdinium33462
OG0000019	Breviolum995	Durusdinium19275
OG0000019	Breviolum995	Durusdinium18600
OG0000019	Breviolum995	Durusdinium54997
OG0000019	Breviolum995	Durusdinium40032
OG0000019	Breviolum995	Durusdinium20255
OG0000019	Breviolum995	Durusdinium24396
OG0000019	Breviolum995	Durusdinium35538
OG0000019	Breviolum995	Durusdinium9312
OG0000019	Breviolum431872	Durusdinium21069
OG0000019	Breviolum431872	Durusdinium26523
OG0000019	Breviolum431872	Durusdinium30325
OG0000019	Breviolum111891	Durusdinium52837
OG0000019	Breviolum545091	Durusdinium52837
OG0000019	Breviolum524992	Durusdinium1621
OG0000019	Breviolum215762	Durusdinium25539
OG0000019	Breviolum169910	Durusdinium17840
OG0000019	Breviolum385572	Durusdinium38819
OG0000019	Breviolum840485	Durusdinium36839
OG0000019	Breviolum460690	Durusdinium29851
OG0000019	Breviolum272968	Durusdinium29851
OG0000019	Breviolum254253	Durusdinium29851
OG0000019	Breviolum840065	Durusdinium49163
OG0000019	Breviolum840065	Durusdinium24255
OG0000020	Breviolum680597	Durusdinium42742
OG0000020	Breviolum218513	Durusdinium15502
OG0000020	Breviolum324799	Durusdinium4365
OG0000020	Breviolum324799	Durusdinium37591
